0	1	"Salmonella sepsis"	"Septic shock w acute organ dysfunction, w Salmonella septicemia"
0	0	"Salmonella sepsis"	"Female pelvic peritonitis"
0	1	"Localized salmonella infection, unspecified"	"Localized Salmonella infection"
0	0	"Localized salmonella infection, unspecified"	"Dislocation one hip, subluxation other, congenital"
0	1	"Cholera due to Vibrio cholerae 01, biovar cholerae"	"Cholera due to Vibrio cholerae O1 Classical biotype"
0	0	"Cholera due to Vibrio cholerae 01, biovar cholerae"	"Furuncle of left hand"
0	1	"Cholera, unspecified"	"Cholera"
0	0	"Cholera, unspecified"	"Exfoliation 90% or greater bsa due to erythematous condition"
0	1	"Typhoid fever, unspecified"	"Typhoid fever"
0	0	"Typhoid fever, unspecified"	"Eosinophilic ulcerative colitis"
0	1	"Typhoid meningitis"	"Meningitis due to typhoid fever"
0	0	"Typhoid meningitis"	"Foot drop"
0	1	"Typhoid arthritis"	"Arthritis caused by salmonella typhosa"
0	0	"Typhoid arthritis"	"Periarthritis of wrist"
0	1	"Paratyphoid fever A"	"Paratyphoid A fever"
0	0	"Paratyphoid fever A"	"Abdominal tenderness"
0	1	"Paratyphoid fever C"	"Paratyphoid C fever"
0	0	"Paratyphoid fever C"	"Glaucoma assoc w vascular disorder"
0	1	"Salmonella enteritis"	"Salmonella gastroenteritis"
0	0	"Salmonella enteritis"	"Left upper frequency hearing loss"
0	1	"Salmonella sepsis"	"Severe sepsis acute organ dysfunction, Salmonella"
0	0	"Salmonella sepsis"	"L lens induced iridocyclitis"
0	1	"Localized salmonella infection, unspecified"	"Localized Salmonella infection"
0	0	"Localized salmonella infection, unspecified"	"Cognitive changes due to general medical condition"
0	1	"Cholera due to Vibrio cholerae 01, biovar cholerae"	"Cholera due to Vibrio cholerae O1 Classical biotype"
0	0	"Cholera due to Vibrio cholerae 01, biovar cholerae"	"Jaccoud's arthropathy of knee"
0	1	"Cholera due to Vibrio cholerae 01, biovar eltor"	"Cholera caused by vibrio cholerae eltor biotype"
0	0	"Cholera due to Vibrio cholerae 01, biovar eltor"	"TB of epididymis"
0	1	"Cholera, unspecified"	"Cholera"
0	0	"Cholera, unspecified"	"Synovial rupture of finger"
0	1	"Typhoid fever, unspecified"	"Typhoid fever"
0	0	"Typhoid fever, unspecified"	"Hereditary factor XI deficiency disease"
0	1	"Typhoid meningitis"	"Meningitis due to typhoid fever"
0	0	"Typhoid meningitis"	"Deconditioning"
0	1	"Typhoid fever with heart involvement"	"Cardiac disorder due to typhoid fever"
0	0	"Typhoid fever with heart involvement"	"L equatorial staphyloma"
0	1	"Typhoid arthritis"	"Arthritis caused by salmonella typhosa"
0	0	"Typhoid arthritis"	"Staphylococcal arthritis of left ankle"
0	1	"Typhoid osteomyelitis"	"Osteomyelitis caused by salmonella typhosa"
0	0	"Typhoid osteomyelitis"	"Keratoconus, stable"
0	1	"Cholera due to Vibrio cholerae 01, biovar cholerae"	"Cholera classical"
0	0	"Cholera due to Vibrio cholerae 01, biovar cholerae"	"Keratoglobus"
0	1	"Typhoid fever, unspecified"	"Typhoid fever"
0	0	"Typhoid fever, unspecified"	"Seropositive rheumatoid arthritis of left shoulder without systemic involvement"
0	1	"Typhoid fever with heart involvement"	"Cardiac disorder due to typhoid fever"
0	0	"Typhoid fever with heart involvement"	"Left retinal round hole"
0	1	"Typhoid pneumonia"	"Pneumonia in typhoid fever"
0	0	"Typhoid pneumonia"	"Acute parainfluenza virus bronchitis"
0	1	"Typhoid arthritis"	"Arthritis caused by salmonella typhosa"
0	0	"Typhoid arthritis"	"Mental disorder, due to therapeutic use caffeine"
0	1	"Cholera due to Vibrio cholerae 01, biovar cholerae"	"Cholera classical"
0	0	"Cholera due to Vibrio cholerae 01, biovar cholerae"	"Benign neoplasm, skin of face"
0	1	"Cholera due to Vibrio cholerae 01, biovar eltor"	"Cholera caused by vibrio cholerae eltor biotype"
0	0	"Cholera due to Vibrio cholerae 01, biovar eltor"	"Bladder diverticulum"
0	1	"Cholera, unspecified"	"Cholera"
0	0	"Cholera, unspecified"	"Polyneuropathy due to infectious mononucleosis"
0	1	"Typhoid fever, unspecified"	"Typhoid fever"
0	0	"Typhoid fever, unspecified"	"Hydromyelocele"
0	1	"Typhoid meningitis"	"Meningitis due to typhoid fever"
0	0	"Typhoid meningitis"	"Munchausen's syndrome"
0	1	"Typhoid fever with heart involvement"	"Cardiac disorder due to typhoid fever"
0	0	"Typhoid fever with heart involvement"	"Hyperplasia of left zygomatic bone"
0	1	"Typhoid arthritis"	"Arthritis caused by salmonella typhosa"
0	0	"Typhoid arthritis"	"Kaschin Beck disease of thigh"
0	1	"Paratyphoid fever C"	"Paratyphoid C fever"
0	0	"Paratyphoid fever C"	"Chorioangioma (non-cancerous tumor of blood vessel in the placenta)"
0	1	"Paratyphoid fever, unspecified"	"Paratyphoid fever"
0	0	"Paratyphoid fever, unspecified"	"Staphylococcal arthritis of left wrist"
0	1	"Salmonella enteritis"	"Salmonella gastroenteritis"
0	0	"Salmonella enteritis"	"Left nodular corneal degeneration"
0	1	"Cholera due to Vibrio cholerae 01, biovar cholerae"	"Cholera due to Vibrio cholerae O1 Classical biotype"
0	0	"Cholera due to Vibrio cholerae 01, biovar cholerae"	"Hypersomnia, persistent"
0	1	"Cholera due to Vibrio cholerae 01, biovar eltor"	"Cholera caused by vibrio cholerae eltor biotype"
0	0	"Cholera due to Vibrio cholerae 01, biovar eltor"	"Juvenile osteochondrosis of right pelvis"
0	1	"Cholera, unspecified"	"Cholera"
0	0	"Cholera, unspecified"	"Extreme immaturity of newborn, completed 23 weeks gestation"
0	1	"Typhoid fever, unspecified"	"Typhoid fever"
0	0	"Typhoid fever, unspecified"	"Alcohol intoxication"
0	1	"Typhoid meningitis"	"Meningitis due to typhoid fever"
0	0	"Typhoid meningitis"	"Paralytic lagophthalmos of left eyelid"
0	1	"Typhoid fever with heart involvement"	"Cardiac disorder due to typhoid fever"
0	0	"Typhoid fever with heart involvement"	"Right chondritis of external ear"
0	1	"Typhoid arthritis"	"Arthritis caused by salmonella typhosa"
0	0	"Typhoid arthritis"	"Undifferentiated schizophrenia, subchronic"
0	1	"Typhoid osteomyelitis"	"Osteomyelitis caused by salmonella typhosa"
0	0	"Typhoid osteomyelitis"	"Articular cartilage disorder of right foot"
0	1	"Cholera due to Vibrio cholerae 01, biovar eltor"	"Cholera caused by vibrio cholerae eltor biotype"
0	0	"Cholera due to Vibrio cholerae 01, biovar eltor"	"L pupillary margin degeneration"
0	1	"Cholera, unspecified"	"Cholera"
0	0	"Cholera, unspecified"	"Splenic artery aneurysm"
0	1	"Typhoid fever with heart involvement"	"Cardiac disorder due to typhoid fever"
0	0	"Typhoid fever with heart involvement"	"Dyscoria"
0	1	"Typhoid osteomyelitis"	"Osteomyelitis caused by salmonella typhosa"
0	0	"Typhoid osteomyelitis"	"Cancer broad ligament, left side"
0	1	"Cholera due to Vibrio cholerae 01, biovar eltor"	"Cholera caused by vibrio cholerae eltor biotype"
0	0	"Cholera due to Vibrio cholerae 01, biovar eltor"	"Pressure ulcer of contiguous sites of back, buttock, and hip"
0	1	"Cholera, unspecified"	"Cholera"
0	0	"Cholera, unspecified"	"Acute gastric ulcer"
0	1	"Typhoid fever, unspecified"	"Typhoid fever"
0	0	"Typhoid fever, unspecified"	"Refractory localization-related epilepsy"
0	1	"Typhoid pneumonia"	"Pneumonia in typhoid fever"
0	0	"Typhoid pneumonia"	"Overuse disorder of soft tissues, R hand"
0	1	"Typhoid arthritis"	"Arthritis caused by salmonella typhosa"
0	0	"Typhoid arthritis"	"Mucormycosis"
0	1	"Typhoid osteomyelitis"	"Osteomyelitis caused by salmonella typhosa"
0	0	"Typhoid osteomyelitis"	"Psoriasis, guttate"
0	1	"Cholera due to Vibrio cholerae 01, biovar eltor"	"Cholera caused by vibrio cholerae eltor biotype"
0	0	"Cholera due to Vibrio cholerae 01, biovar eltor"	"Loose body in right wrist joint"
0	1	"Typhoid fever, unspecified"	"Typhoid fever"
0	0	"Typhoid fever, unspecified"	"Left postinflammatory chorioretinal scar"
0	1	"Typhoid meningitis"	"Meningitis due to typhoid fever"
0	0	"Typhoid meningitis"	"Subcorneal pustular dermatosis"
0	1	"Typhoid fever with heart involvement"	"Cardiac disorder due to typhoid fever"
0	0	"Typhoid fever with heart involvement"	"Klinefelters syndrome"
0	1	"Typhoid pneumonia"	"Pneumonia in typhoid fever"
0	0	"Typhoid pneumonia"	"Antepartum hemorrhage W DIC"
0	1	"Typhoid arthritis"	"Arthritis caused by salmonella typhosa"
0	0	"Typhoid arthritis"	"Pauciarticular juvenile rheumatoid arthritis of left hand"
0	1	"Cholera due to Vibrio cholerae 01, biovar cholerae"	"Cholera due to Vibrio cholerae O1 Classical biotype"
0	0	"Cholera due to Vibrio cholerae 01, biovar cholerae"	"Arthropathy of right wrist"
0	1	"Cholera due to Vibrio cholerae 01, biovar eltor"	"Cholera caused by vibrio cholerae eltor biotype"
0	0	"Cholera due to Vibrio cholerae 01, biovar eltor"	"Rheumatoid arthritis wo RF of right elbow"
0	1	"Typhoid fever with heart involvement"	"Cardiac disorder due to typhoid fever"
0	0	"Typhoid fever with heart involvement"	"Spinal muscular atrophy type 3"
0	1	"Typhoid pneumonia"	"Pneumonia in typhoid fever"
0	0	"Typhoid pneumonia"	"CIN, cervical dysplasia"
0	1	"Typhoid arthritis"	"Arthritis caused by salmonella typhosa"
0	0	"Typhoid arthritis"	"Cancer, right fallopian tube"
0	1	"Paratyphoid fever A"	"Paratyphoid A fever"
0	0	"Paratyphoid fever A"	"Exfoliation 60-69% bsa due to erythematous condition"
0	1	"Salmonella sepsis"	"Septic shock acute organ dysfunction, salmonella"
0	0	"Salmonella sepsis"	"Acute swimmers ear, both sides"
0	1	"Localized salmonella infection, unspecified"	"Localized Salmonella infection"
0	0	"Localized salmonella infection, unspecified"	"Contact dermatitis due to food"
0	1	"Shigellosis due to Shigella boydii"	"Infection due to Group C Shigella"
0	0	"Shigellosis due to Shigella boydii"	"Deep vein thrombosis femoral vein, acute, left"
0	1	"Enteroinvasive Escherichia coli infection"	"Enteroinvasive Escherichia coli gastrointestinal tract infection"
0	0	"Enteroinvasive Escherichia coli infection"	"Acute pain due to injury"
0	1	"Campylobacter enteritis"	"Helicobacter pylori infection"
0	0	"Campylobacter enteritis"	"Degenerative kyphosis"
0	1	"Enterocolitis due to Clostridium difficile"	"Clostridium difficile colitis infection"
0	0	"Enterocolitis due to Clostridium difficile"	"Right external ear chondritis"
0	1	"Other specified bacterial intestinal infections"	"Staph enterocolitis"
0	0	"Other specified bacterial intestinal infections"	"Spinal enthesopathy of cervicothoracic region"
0	1	"Bacterial intestinal infection, unspecified"	"Bacterial enteritis"
0	0	"Bacterial intestinal infection, unspecified"	"Coronary artery fistula"
0	1	"Botulism food poisoning"	"Infection due to Clostridium botulinum"
0	0	"Botulism food poisoning"	"Both sides eustachian tube disorder"
0	1	"Foodborne Vibrio parahaemolyticus intoxication"	"Food poisoning due to Vibrio parahemolyticus"
0	0	"Foodborne Vibrio parahaemolyticus intoxication"	"Both sides ossicular erosion (ear condition)"
0	1	"Foodborne Bacillus cereus intoxication"	"Bacillus cereus food poisoning"
0	0	"Foodborne Bacillus cereus intoxication"	"Neonatal thrush"
0	1	"Foodborne Vibrio vulnificus intoxication"	"Food poisoning due to Vibrio vulnificus"
0	0	"Foodborne Vibrio vulnificus intoxication"	"Congenital viral infection"
0	1	"Amebic lung abscess"	"Amebic pulmonary abscess"
0	0	"Amebic lung abscess"	"Gout of R knee due to renal impairment"
0	1	"Cutaneous amebiasis"	"Amebiasis of skin"
0	0	"Cutaneous amebiasis"	"Moorens corneal ulcer, both eyes"
0	1	"Amebiasis, unspecified"	"Amebiasis infection"
0	0	"Amebiasis, unspecified"	"Pseudomonas UTI"
0	1	"Balantidiasis"	"Infection by Balantidium coli"
0	0	"Balantidiasis"	"Parasitism, intestinal"
0	1	"Giardiasis [lambliasis]"	"Giardiasis"
0	0	"Giardiasis [lambliasis]"	"Total left traumatic cataract"
0	1	"Cryptosporidiosis"	"Infection by Cryptosporidium"
0	0	"Cryptosporidiosis"	"Right lower senile ectropion"
0	1	"Other specified protozoal intestinal diseases"	"Microsporidial enteritis"
0	0	"Other specified protozoal intestinal diseases"	"Osteochondropathy of R hand"
0	1	"Protozoal intestinal disease, unspecified"	"Protozoal intestinal disease"
0	0	"Protozoal intestinal disease, unspecified"	"Left acute myringitis"
0	1	"Other viral enteritis"	"Enteroviral enteritis (bowel condition)"
0	0	"Other viral enteritis"	"Invasive Paget disease, vulvar cancer"
0	1	"Tuberculosis of lung"	"TB of lung, cavitary"
0	0	"Tuberculosis of lung"	"Primary malignant neoplasm of labia minora"
0	1	"Tuberculosis of intrathoracic lymph nodes"	"Tuberculosis (TB) with pleurisy"
0	0	"Tuberculosis of intrathoracic lymph nodes"	"Traumatic arthropathy-hip"
0	1	"Tuberculous pleurisy"	"Tb (tuberculosis) of lung, pleura"
0	0	"Tuberculous pleurisy"	"Chronic hepatitis A"
0	1	"Respiratory tuberculosis unspecified"	"Tuberculosis, extrapulmonary"
0	0	"Respiratory tuberculosis unspecified"	"Umbilical cellulitis"
0	1	"Meningeal tuberculoma"	"Tuberculoma of meninges"
0	0	"Meningeal tuberculoma"	"Myositis ossificans traumatica"
0	1	"Other tuberculosis of nervous system"	"Polyneuropathy caused by mycobacterium tuberculosis"
0	0	"Other tuberculosis of nervous system"	"Chronic antral gastritis"
0	1	"Tuberculosis of nervous system, unspecified"	"TB of CNS"
0	0	"Tuberculosis of nervous system, unspecified"	"Both sides external ear chondritis"
0	1	"Tuberculosis of spine"	"TB of vertebra"
0	0	"Tuberculosis of spine"	"Chronic membranous glomerulonephritis"
0	1	"Tuberculous arthritis of other joints"	"TB (tuberculosis) of joint"
0	0	"Tuberculous arthritis of other joints"	"Hypertrophy of humerus"
0	1	"Tuberculosis of other bones"	"TB (tuberculosis) of bone"
0	0	"Tuberculosis of other bones"	"Sentinel tag"
0	1	"Tuberculosis of genitourinary system, unspecified"	"TB of genitourinary system"
0	0	"Tuberculosis of genitourinary system, unspecified"	"Congenital absence of esophagus with tracheo-esophageal fistula"
0	1	"Tuberculosis of kidney and ureter"	"Tuberculosis (TB) ureter"
0	0	"Tuberculosis of kidney and ureter"	"Ankylosis of L hip"
0	1	"Tuberculosis of bladder"	"Tuberculosis (TB) of bladder"
0	0	"Tuberculosis of bladder"	"R upper entropion"
0	1	"Tuberculosis of prostate"	"Tuberculosis (TB) of prostate"
0	0	"Tuberculosis of prostate"	"Unstageable pressure ulcer of left lower back"
0	1	"Tuberculosis of other male genital organs"	"Tuberculosis of epididymis"
0	0	"Tuberculosis of other male genital organs"	"Cancer, right eye"
0	1	"Tuberculous peritonitis"	"TB peritonitis"
0	0	"Tuberculous peritonitis"	"Mood disorder, condition with mixed features"
0	1	"Retroperitoneal tuberculosis"	"TB of retroperitoneum"
0	0	"Retroperitoneal tuberculosis"	"Left sided colitis w fistula"
0	1	"Tuberculosis of skin and subcutaneous tissue"	"Tuberculosis verrucosa cutis"
0	0	"Tuberculosis of skin and subcutaneous tissue"	"Candida of esophagus"
0	1	"Tuberculosis of eye, unspecified"	"Tuberculosis of eye"
0	0	"Tuberculosis of eye, unspecified"	"Acquired trigger finger"
0	1	"Tuberculous episcleritis"	"Right TB episcleritis"
0	0	"Tuberculous episcleritis"	"Infective myositis of left ankle"
0	1	"Tuberculous iridocyclitis"	"Iridocyclitis of right eye caused by mycobacterium tuberculosis"
0	0	"Tuberculous iridocyclitis"	"Congenital dislocation of one hip with subluxation of other"
0	1	"Tuberculosis of (inner) (middle) ear"	"Tuberculosis of right ear"
0	0	"Tuberculosis of (inner) (middle) ear"	"Lung sarcoidosis w lymph node sarcoidosis"
0	1	"Tuberculosis of heart"	"TB of heart"
0	0	"Tuberculosis of heart"	"Primary osteoarthritis of first CMC joint"
0	1	"Plague, unspecified"	"Plague"
0	0	"Plague, unspecified"	"Congenital heart defect"
0	1	"Pulmonary anthrax"	"Anthrax pneumonia"
0	0	"Pulmonary anthrax"	"Junctional epidermolysis bullosa gravis of Herlitz"
0	1	"Gastrointestinal anthrax"	"GI anthrax"
0	0	"Gastrointestinal anthrax"	"On examination - prostate abnormal"
0	1	"Other forms of anthrax"	"Meningitis caused by bacillus anthracis"
0	0	"Other forms of anthrax"	"Jaccouds arthropathy of L hip"
0	1	"Brucellosis due to Brucella melitensis"	"Infection due to Brucella melitensis"
0	0	"Brucellosis due to Brucella melitensis"	"Traumatic arthropathy of both knees"
0	1	"Brucellosis due to Brucella abortus"	"Brucella abortus infection"
0	0	"Brucellosis due to Brucella abortus"	"Neurosyphilis, juvenile"
0	1	"Brucellosis due to Brucella suis"	"Brucella suis infection"
0	0	"Brucellosis due to Brucella suis"	"Sacral spina bifida w hydrocephalus"
0	1	"Brucellosis due to Brucella canis"	"Brucella canis infection"
0	0	"Brucellosis due to Brucella canis"	"Left staphyloma posticum"
0	1	"Brucellosis, unspecified"	"Brucellosis"
0	0	"Brucellosis, unspecified"	"Sudden visual loss"
0	1	"Rat-bite fever, unspecified"	"Rat bite fever"
0	0	"Rat-bite fever, unspecified"	"R upper dermatochalasis"
0	1	"Erysipelothrix sepsis"	"Sepsis due to Erysipelothrix"
0	0	"Erysipelothrix sepsis"	"R corneal haze"
0	1	"Aseptic meningitis in leptospirosis"	"Aseptic leptospiral meningitis"
0	0	"Aseptic meningitis in leptospirosis"	"Right bundle branch block"
0	1	"Tuberculoid leprosy"	"Tuberculoid Hansen's disease (leprosy)"
0	0	"Tuberculoid leprosy"	"Cancer of the tonsil, palatine, squamous cell"
0	1	"Borderline leprosy"	"Borderline hansen's disease (leprosy)"
0	0	"Borderline leprosy"	"Large cell carcinoma, right lung"
0	1	"Lepromatous leprosy"	"Lepromatous Hansen's disease (leprosy)"
0	0	"Lepromatous leprosy"	"Both sides nonobliterative otosclerosis oval window"
0	1	"Leprosy, unspecified"	"Hansen's disease (leprosy)"
0	0	"Leprosy, unspecified"	"Left diffuse secondary choroid atrophy"
0	1	"Cutaneous mycobacterial infection"	"Mycobacteria infection of skin"
0	0	"Cutaneous mycobacterial infection"	"Nondependent opioid abuse, episodic"
0	1	"Other mycobacterial infections"	"Disseminated Mycobacterium abscessus infection"
0	0	"Other mycobacterial infections"	"Atherosclerotic ischemic ulcer of lower leg with fat layer exposure"
0	1	"Mycobacterial infection, unspecified"	"Atypical mycobacterial infection"
0	0	"Mycobacterial infection, unspecified"	"Necrotizing vasculopathy"
0	1	"Listerial meningoencephalitis"	"Listeria meningoencephalitis"
0	0	"Listerial meningoencephalitis"	"Dacryolith"
0	1	"Listerial sepsis"	"Sepsis due to Listeria monocytogenes"
0	0	"Listerial sepsis"	"Depression, major, recurrent, moderate"
0	1	"Listeriosis, unspecified"	"Listeriosis infection"
0	0	"Listeriosis, unspecified"	"Left lower blepharitis"
0	1	"Diphtheritic cardiomyopathy"	"Diphtheria cardiomyopathy"
0	0	"Diphtheritic cardiomyopathy"	"Angular blepharoconjunctivitis, both eyes"
0	1	"Diphtheritic tubulo-interstitial nephropathy"	"Diphtheria tubulo-interstitial nephropathy"
0	0	"Diphtheritic tubulo-interstitial nephropathy"	"Rheumatoid arthritis w RF of right hip"
0	1	"Whooping cough due to Bordetella parapertussis with pneumonia"	"Whooping cough due to Bordetella with pneumonia"
0	0	"Whooping cough due to Bordetella parapertussis with pneumonia"	"Drug induced aseptic necrosis of left femur"
0	1	"Scarlet fever, uncomplicated"	"Scarlet fever"
0	0	"Scarlet fever, uncomplicated"	"Infected bursa"
0	1	"Waterhouse-Friderichsen syndrome"	"Waterhouse friderichsen syndrome"
0	0	"Waterhouse-Friderichsen syndrome"	"Acquired absence of all teeth"
0	1	"Meningococcemia, unspecified"	"Septic shock acute organ dysfunction, meningococcal"
0	0	"Meningococcemia, unspecified"	"Ankylosis of shoulder region"
0	1	"Meningococcal arthritis"	"Meningococcal arthropathy"
0	0	"Meningococcal arthritis"	"Interstitial myositis of right lower leg"
0	1	"Sepsis due to streptococcus, group B"	"Severe sepsis with acute organ dysfunction due to group B streptococcus"
0	0	"Sepsis due to streptococcus, group B"	"Palindromic rheumatism"
0	1	"Sepsis due to Streptococcus pneumoniae"	"Severe sepsis with acute organ dysfunction due to pneumococcal septicemia"
0	0	"Sepsis due to Streptococcus pneumoniae"	"R paralytic ptosis"
0	1	"Sepsis due to Methicillin susceptible Staphylococcus aureus"	"Severe sepsis with acute organ dysfunction due to methicillin susceptible Staphylococcus aureus septicemia"
0	0	"Sepsis due to Methicillin susceptible Staphylococcus aureus"	"Right posttraumatic external ear canal stenosis"
0	1	"Sepsis due to Methicillin resistant Staphylococcus aureus"	"Severe sepsis acute organ dysfunction, MRSA"
0	0	"Sepsis due to Methicillin resistant Staphylococcus aureus"	"Pseudomonas urinary tract infection"
0	1	"Sepsis due to other specified staphylococcus"	"Septic shock w acute organ dysfunction, w coagulase negative Staph septicemia"
0	0	"Sepsis due to other specified staphylococcus"	"Bradycardia tachycardia syndrome"
0	1	"Sepsis due to Hemophilus influenzae"	"Severe sepsis organ dysfunction, Hemophilus influenza"
0	0	"Sepsis due to Hemophilus influenzae"	"Acute parainfluenza virus bronchitis"
0	1	"Sepsis due to anaerobes"	"Septic shock acute organ dysfunction, anaerobic"
0	0	"Sepsis due to anaerobes"	"Elephantiasis, L lower eyelid"
0	1	"Gram-negative sepsis, unspecified"	"Severe sepsis w acute organ dysfunction, w gram neg septicemia, final id pending"
0	0	"Gram-negative sepsis, unspecified"	"Subacute osteomyelitis of right shoulder"
0	1	"Sepsis due to Escherichia coli [E. coli]"	"Sepsis wo acute organ dysfunction, w E coli septicemia"
0	0	"Sepsis due to Escherichia coli [E. coli]"	"Nontraumatic nonpuerperal old healed anal sphincter tear"
0	1	"Sepsis due to Pseudomonas"	"Severe sepsis w acute organ dysfunction, w Pseudomonas septicemia"
0	0	"Sepsis due to Pseudomonas"	"Mastoiditis"
0	1	"Other Gram-negative sepsis"	"Septic shock with acute organ dysfunction due to Chromobacterium"
0	0	"Other Gram-negative sepsis"	"Pseudomembranous conjunctivitis, both eyes"
0	1	"Sepsis due to Enterococcus"	"Septic shock with acute organ dysfunction"
0	0	"Sepsis due to Enterococcus"	"DM 1 w diabetic ulcer of left midfoot"
0	1	"Sepsis, unspecified organism"	"Septic shock with acute organ dysfunction due to septicemia, final identification pending"
0	0	"Sepsis, unspecified organism"	"Neoplasm of uncertain behavior of adrenal gland"
0	1	"Cervicofacial actinomycosis"	"Cervico-facial actinomycosis"
0	0	"Cervicofacial actinomycosis"	"Hemorrhage of prostate"
0	1	"Actinomycotic sepsis"	"Actinomycotic septicemia"
0	0	"Actinomycotic sepsis"	"Venous stasis ulcer with edema of toe with bone necrosis"
0	1	"Other forms of actinomycosis"	"Tonsillar actinomycosis"
0	0	"Other forms of actinomycosis"	"R blepharoconjunctivitis"
0	1	"Bartonellosis, unspecified"	"Bartonellosis"
0	0	"Bartonellosis, unspecified"	"Salpingitis"
0	1	"Nonpneumonic Legionnaires' disease [Pontiac fever]"	"Extrapulmonary legionella infection"
0	0	"Nonpneumonic Legionnaires' disease [Pontiac fever]"	"Drug induced aseptic necrosis of femur"
0	1	"Infant botulism"	"Infantile botulism"
0	0	"Infant botulism"	"Immunodeficiency, respon to epstein-barr virus"
0	1	"Other specified bacterial diseases"	"Rhinoscleroma"
0	0	"Other specified bacterial diseases"	"Flexion deformity"
0	1	"Early mucocutaneous congenital syphilis"	"Early congenital mucocutaneous syphilis"
0	0	"Early mucocutaneous congenital syphilis"	"Chronic osteomyelitis of upper arm"
0	1	"Early visceral congenital syphilis"	"Early congenital visceral syphilis"
0	0	"Early visceral congenital syphilis"	"Tachycardia-bradycardia"
0	1	"Other early congenital syphilis, symptomatic"	"Early congenital syphilis, symptomatic"
0	0	"Other early congenital syphilis, symptomatic"	"Scrub typhus"
0	1	"Early congenital syphilis, latent"	"Early congenital syphilis - latent"
0	0	"Early congenital syphilis, latent"	"Hyperesthesia (increased sensitivity)"
0	1	"Late congenital syphilitic oculopathy, unspecified"	"Late congenital syphilitic oculopathy"
0	0	"Late congenital syphilitic oculopathy, unspecified"	"Xanthoma of eyelid"
0	1	"Late congenital syphilitic interstitial keratitis"	"Congenital syphilitic interstitial keratitis"
0	0	"Late congenital syphilitic interstitial keratitis"	"Tension headache, episodic type"
0	1	"Late congenital syphilitic chorioretinitis"	"Late congenital syphilitic"
0	0	"Late congenital syphilitic chorioretinitis"	"Nodular lymphoma, intrathoracic LN"
0	1	"Late congenital syphilitic encephalitis"	"Congenital syphilitic encephalitis"
0	0	"Late congenital syphilitic encephalitis"	"Osteomyelitis multiple sites, acute"
0	1	"Hutchinson's teeth"	"Hutchinsons teeth"
0	0	"Hutchinson's teeth"	"Neoplasm of uncertain behavior right adrenal gland"
0	1	"Late congenital syphilis, unspecified"	"Late congenital syphilis"
0	0	"Late congenital syphilis, unspecified"	"Non-rheumatic mitral valve prolapse"
0	1	"Primary genital syphilis"	"Syphilis, primary"
0	0	"Primary genital syphilis"	"Scleral anomaly"
