1	"Diverticulitis of intestine, part unspecified, with perforation and abscess with bleeding"	"Diverticulitis with hemorrhage and perforation"
0	"Diverticulitis of intestine, part unspecified, with perforation and abscess with bleeding"	"Congenital subluxation of hip"
1	"Acquired absence of eye"	"History of eye evisceration"
0	"Acquired absence of eye"	"SIRS due to noninfectious process wo acute organ dysfunction"
1	"Fabry (-Anderson) disease"	"Fabrys disease"
0	"Fabry (-Anderson) disease"	"Diverticulitis of sigmoid"
1	"Myositis ossificans traumatica, right hand"	"Myositis ossificans traumatica of R hand"
0	"Myositis ossificans traumatica, right hand"	"Rheumatoid arthritis w RF of R ankle wo organ involvement"
1	"Congenital dislocation of hip, unspecified"	"Congenital dislocation of hip"
0	"Congenital dislocation of hip, unspecified"	"Corneal ulcer, fungus"
1	"Burns involving 30-39% of body surface with 30-39% third degree burns"	"Burn, 30-39% BSA, third degree 30-39% BSA"
0	"Burns involving 30-39% of body surface with 30-39% third degree burns"	"Torsion of appendix of epididymis"
1	"Other childhood emotional disorders"	"Misery and unhappiness reaction of childhood"
0	"Other childhood emotional disorders"	"Mitral valve annular calcification, nonrheumatic"
1	"Chronic multifocal osteomyelitis, right tibia and fibula"	"Chronic osteomyelitis of right tibia and fibula"
0	"Chronic multifocal osteomyelitis, right tibia and fibula"	"Myositis ossificans traumatica of left hand"
1	"Conduction disorder, unspecified"	"Conduction disorder of heart"
0	"Conduction disorder, unspecified"	"Overuse disorder of soft tissues, right thigh"
1	"Pulmonary edema due to chemicals, gases, fumes and vapors"	"Pulmonary edema due to chemical fumes"
0	"Pulmonary edema due to chemicals, gases, fumes and vapors"	"Central partial choroid dystrophy"
1	"Rhizomelic chondrodysplasia punctata"	"Rhizomelic chondrodysplasia punctata syndrome"
0	"Rhizomelic chondrodysplasia punctata"	"Intrauterine synechiae (adhesions)"
1	"Deuteranomaly"	"Deutan defect"
0	"Deuteranomaly"	"Benign neoplasm of CNS (central nervous system)"
1	"Acute frontal sinusitis, unspecified"	"Acute frontal sinusitis"
0	"Acute frontal sinusitis, unspecified"	"Herpes gestationis"
1	"Acquired keratosis [keratoderma] palmaris et plantaris"	"Keratoderma foot, acquired"
0	"Acquired keratosis [keratoderma] palmaris et plantaris"	"Acute abdominal pain"
1	"Factitious disorder with predominantly psychological signs and symptoms"	"Factitious disorder w psychological symptoms"
0	"Factitious disorder with predominantly psychological signs and symptoms"	"Spastic hemiplegia, left nondominant side"
1	"Infection of intervertebral disc (pyogenic), thoracic region"	"Pyogenic disc inflammation of thoracic spine"
0	"Infection of intervertebral disc (pyogenic), thoracic region"	"Cyst of anterior horn of left lateral meniscus"
1	"Eyelid retraction left eye, unspecified eyelid"	"Left eyelid retraction"
0	"Eyelid retraction left eye, unspecified eyelid"	"Traumatic arthritis of left shoulder"
1	"Unspecified lagophthalmos left eye, unspecified eyelid"	"L lagophthalmos"
0	"Unspecified lagophthalmos left eye, unspecified eyelid"	"Chronic ulcerative pancolitis with fistula"
1	"Congenital dislocation of left hip, unilateral"	"Congenital dislocation of left hip with subluxation of right hip"
0	"Congenital dislocation of left hip, unilateral"	"Varicose ulcer of left calf, skin layer only"
1	"Recurrent acute iridocyclitis, unspecified eye"	"Recurrent iritis"
0	"Recurrent acute iridocyclitis, unspecified eye"	"Hereditary choroidal dystrophy"
1	"Coxa magna, right hip"	"Coxa magna of right femur"
0	"Coxa magna, right hip"	"Trauma induced aseptic necrosis of pelvis"
1	"Gangrene and necrosis of lung"	"Pulmonary necrosis"
0	"Gangrene and necrosis of lung"	"Partial edentulism due to trauma, class 3"
1	"Osteonecrosis due to drugs, unspecified tibia"	"Osteonecrosis of tibia due to drugs"
0	"Osteonecrosis due to drugs, unspecified tibia"	"Bladder lesion"
1	"Candidiasis of skin and nail"	"Diaper candidiasis"
0	"Candidiasis of skin and nail"	"Complete epiphyseal arrest of right proximal tibia"
1	"Lobomycosis"	"Lobomycosis infection"
0	"Lobomycosis"	"Sialidosis"
1	"Lennox-Gastaut syndrome, intractable, with status epilepticus"	"Refractory Lennox-Gastaut syndrome with status epilepticus"
0	"Lennox-Gastaut syndrome, intractable, with status epilepticus"	"Glomerulonephritis, subacute"
1	"Descemetocele, unspecified eye"	"Descemetocele"
0	"Descemetocele, unspecified eye"	"Tibial neuropathy"
1	"Hemiplegic migraine, intractable, without status migrainosus"	"Hemiplegic migraine, intractable"
0	"Hemiplegic migraine, intractable, without status migrainosus"	"HX of corneal transplant"
1	"Rheumatoid bursitis, unspecified site"	"Rheumatoid bursitis"
0	"Rheumatoid bursitis, unspecified site"	"Juvenile arthritis of right knee"
1	"Parasitic cyst of iris, ciliary body or anterior chamber, unspecified eye"	"Parasitic iris cyst"
0	"Parasitic cyst of iris, ciliary body or anterior chamber, unspecified eye"	"Bursitis of knee"
1	"Hemophagocytic syndrome, infection-associated"	"Infection w hemophagocytic syndrome"
0	"Hemophagocytic syndrome, infection-associated"	"Borderline hansen's disease (leprosy)"
1	"Lateral epicondylitis, unspecified elbow"	"Lateral epicondylitis of elbow"
0	"Lateral epicondylitis, unspecified elbow"	"Contact with and exposure to potentially hazardous substance (event)"
1	"Retinopathy of prematurity, stage 1, right eye"	"Right retinopathy of prematurity, stage 1"
0	"Retinopathy of prematurity, stage 1, right eye"	"Burn involving more than 90 percent of body surface, with 40-49 percent of body surface with full thickness burn"
1	"Personal history of other malignant neoplasm of kidney"	"History of cancer of the kidney"
0	"Personal history of other malignant neoplasm of kidney"	"Drug induced oligospermia"
1	"Sclerosing keratitis, right eye"	"Right sclerosing keratitis"
0	"Sclerosing keratitis, right eye"	"Candidemia, line related"
1	"Benign neoplasm of tongue"	"Benign neoplasm tongue, fibroma"
0	"Benign neoplasm of tongue"	"Cervical disc herniation with radiculopathy"
1	"Alcohol dependence with withdrawal, uncomplicated"	"Alcohol withdrawal, uncomplicated"
0	"Alcohol dependence with withdrawal, uncomplicated"	"Salpingo-oophoritis (inflammation in ovary and fallopian tube) in pregnancy"
1	"Atrophic nonflaccid tympanic membrane, bilateral"	"Both sides atrophic nonflaccid eardrum"
0	"Atrophic nonflaccid tympanic membrane, bilateral"	"Lesion of liver"
1	"Non-pressure chronic ulcer of right ankle with necrosis of bone"	"Atherosclerotic ischemic ulcer of right ankle with bone necrosis"
0	"Non-pressure chronic ulcer of right ankle with necrosis of bone"	"Chronic lymphoid leukemia"
1	"African trypanosomiasis, unspecified"	"Trypanosomiasis with meningitis"
0	"African trypanosomiasis, unspecified"	"Peritoneal disease"
1	"Other specified disorders of amino-acid metabolism"	"Beta ketothiolase deficiency"
0	"Other specified disorders of amino-acid metabolism"	"Cluster headache, intractable"
1	"Anterior synechiae (iris), unspecified eye"	"Anterior iris synechiae"
0	"Anterior synechiae (iris), unspecified eye"	"R gluteal tendinitis"
1	"Vitamin A deficiency with night blindness"	"Vitamin A deficiency w night blindness"
0	"Vitamin A deficiency with night blindness"	"Complication of transplanted pancreas"
1	"Furuncle of trunk, unspecified"	"Furuncle of trunk"
0	"Furuncle of trunk, unspecified"	"Benign neoplasm, R adrenal gland"
1	"Lattice corneal dystrophy"	"Familial amyloid neuropathy, Finnish type"
0	"Lattice corneal dystrophy"	"Benign lipomatous neoplasm, skin AND/OR subcutaneous tissue of right upper limb"
1	"Other chronic hematogenous osteomyelitis, unspecified hand"	"Chronic hematogenous osteomyelitis of hand"
0	"Other chronic hematogenous osteomyelitis, unspecified hand"	"Bronchiolitis"
1	"Puckering of macula, right eye"	"Right macular pucker"
0	"Puckering of macula, right eye"	"R punctate keratitis"
1	"Family history of malignant neoplasm of digestive organs"	"Family history of malignant neoplasm of pancreas (situation)"
0	"Family history of malignant neoplasm of digestive organs"	"Congenital anal atresia w fistula"
1	"Other chondrocalcinosis, unspecified site"	"Chondrocalcinosis"
0	"Other chondrocalcinosis, unspecified site"	"Urethritis, nonspecific"
1	"Puckering of macula, left eye"	"Left macular pucker (eye condition)"
0	"Puckering of macula, left eye"	"Both sides eustachian tube disorder"
1	"Degenerative disease of nervous system, unspecified"	"Cerebellar paraneoplastic degeneration"
0	"Degenerative disease of nervous system, unspecified"	"Thoracic disc herniation w myelopathy"
1	"Unspecified inflammatory spondylopathy, site unspecified"	"Arthritis of back"
0	"Unspecified inflammatory spondylopathy, site unspecified"	"Lung abscess"
1	"Personal history of (healed) stress fracture"	"Hx of stress fx"
0	"Personal history of (healed) stress fracture"	"Recurrent & persistent hematuria w membranoproliferative GN, type 3"
1	"Other acne"	"Comedonal acne"
0	"Other acne"	"Hodgkin lymphoma classical"
1	"Tritanomaly"	"Tritan defect"
0	"Tritanomaly"	"Right facial nerve disorder"
1	"Diffuse large B-cell lymphoma, intrapelvic lymph nodes"	"Large cell lymphoma of intrapelvic lymph nodes"
0	"Diffuse large B-cell lymphoma, intrapelvic lymph nodes"	"Kaposi sarcoma, R lung"
1	"Nonpurulent mastitis associated with lactation"	"Mastitis (breast inflammation) during lactation"
0	"Nonpurulent mastitis associated with lactation"	"Cystic lateral meniscus"
1	"Hypertrichosis of left lower eyelid"	"Hypertrichosis, left lower eyelid"
0	"Hypertrichosis of left lower eyelid"	"Convergence insufficiency (eye condition)"
1	"Generalized idiopathic epilepsy and epileptic syndromes, intractable, without status epilepticus"	"Epilepsy, generalized idiopathic, intractable"
0	"Generalized idiopathic epilepsy and epileptic syndromes, intractable, without status epilepticus"	"Atrophy of edentulous alveolar ridge"
1	"Acute embolism and thrombosis of other specified veins"	"Acute deep vein thrombosis of left pelvic vein"
0	"Acute embolism and thrombosis of other specified veins"	"Leukemia, lymphosarcoma cell without remission"
1	"Allergic dermatitis of left lower eyelid"	"Allergic contact dermatitis of left lower eyelid"
0	"Allergic dermatitis of left lower eyelid"	"Abnl tooth formation"
1	"Secondary malignant neoplasm of bone marrow"	"Cancer metastatic to bone marrow"
0	"Secondary malignant neoplasm of bone marrow"	"Ankylosis of L knee"
1	"Other specified mononeuropathies of right upper limb"	"Right suprascapular neuropathy"
0	"Other specified mononeuropathies of right upper limb"	"Acute alcoholic liver disease"
1	"Endometriosis of pelvic peritoneum"	"Endometriosis, pelvis, stage 3/4"
0	"Endometriosis of pelvic peritoneum"	"Right acute petrositis"
1	"Pressure ulcer of right elbow, stage 2"	"Pressure ulcer of right elbow stage 2"
0	"Pressure ulcer of right elbow, stage 2"	"Chloasma of eyelid and periocular area"
1	"Osteonecrosis due to previous trauma, unspecified finger(s)"	"Trauma induced aseptic necrosis of finger"
0	"Osteonecrosis due to previous trauma, unspecified finger(s)"	"History of of digestive organ cancer"
1	"Epidermolysis bullosa dystrophica"	"Dystrophic epidermolysis bullosa"
0	"Epidermolysis bullosa dystrophica"	"Alcohol hallucinosis"
1	"Chronic osteomyelitis with draining sinus, unspecified ankle and foot"	"Chronic osteomyelitis of ankle with draining sinus"
0	"Chronic osteomyelitis with draining sinus, unspecified ankle and foot"	"Congenital syphilis"
1	"Retinopathy of prematurity, stage 3, bilateral"	"Retinopathy of prematurity, stage 3, both eyes"
0	"Retinopathy of prematurity, stage 3, bilateral"	"Trichomonal cervicitis"
1	"Pneumothorax, unspecified"	"Pneumothorax"
0	"Pneumothorax, unspecified"	"L iridoschisis"
1	"Neoplasm of uncertain behavior of left renal pelvis"	"Neoplasm of uncertain behavior, L renal pelvis"
0	"Neoplasm of uncertain behavior of left renal pelvis"	"Flank cancer"
1	"Otalgia, left ear"	"Left otalgia"
0	"Otalgia, left ear"	"Vitamin A deficiency, xerophthalmic scars of cornea"
1	"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), unspecified ear"	"Acute and subacute allergic otitis media"
0	"Acute and subacute allergic otitis media (mucoid) (sanguinous) (serous), unspecified ear"	"Cancer of the stomach, overlapping sites"
1	"Other symptomatic late syphilis"	"Late syphilitic splenomegaly"
0	"Other symptomatic late syphilis"	"Gonorrhea, cervicitis"
1	"Unspecified kyphosis, thoracic region"	"Kyphosis deformity of thoracic spine"
0	"Unspecified kyphosis, thoracic region"	"Klippel-Feil sequence"
1	"Childhood disorder of social functioning, unspecified"	"Social functioning disorder, childhood or adolescent"
0	"Childhood disorder of social functioning, unspecified"	"Deep vein thrombosis ileofemoral vein, chronic"
1	"Presence of coronary angioplasty implant and graft"	"Bare metal stent in circumflex branch of left coronary artery present"
0	"Presence of coronary angioplasty implant and graft"	"R peripheral disseminated chorioretinitis"
1	"Acquired absence of right thumb"	"History of right thumb amputation"
0	"Acquired absence of right thumb"	"Hypogammaglobulinemia (low blood immunoglobulins)"
1	"Family history of malignant neoplasm of ovary"	"Family history of cancer of the ovary"
0	"Family history of malignant neoplasm of ovary"	"Posthitis"
1	"Diffuse cholesteatosis, right ear"	"Diffuse cholesteatosis of right middle ear"
0	"Diffuse cholesteatosis, right ear"	"Pressure ulcer of elbow stage 4"
1	"Otalgia, left ear"	"Left referred otalgia"
0	"Otalgia, left ear"	"Lack of physical excercise"
1	"Gonococcal female pelvic inflammatory disease"	"Female gonococcal pelvic inflammatory disease"
0	"Gonococcal female pelvic inflammatory disease"	"Family member absent due to military deployment (situation)"
1	"Other specified congenital malformations of heart"	"Cardiomegaly, congenital"
0	"Other specified congenital malformations of heart"	"Painful spasm of anus"
1	"Monocular exotropia, left eye"	"L monocular exotropia"
0	"Monocular exotropia, left eye"	"Conversion disorder"
1	"Pneumococcal arthritis, left hip"	"Pneumococcal arthritis of left hip"
0	"Pneumococcal arthritis, left hip"	"Ulcerative colitis w obstruction"
1	"Myositis ossificans traumatica, unspecified thigh"	"Myositis ossificans traumatica of thigh"
0	"Myositis ossificans traumatica, unspecified thigh"	"Carbuncle of right thumb"
1	"Acute embolism and thrombosis of superficial veins of left upper extremity"	"Acute thrombosis of left superficial arm vein"
0	"Acute embolism and thrombosis of superficial veins of left upper extremity"	"Actinomycosis"
1	"Intermittent hydrarthrosis, left knee"	"Intermittent hydrarthrosis of left knee"
0	"Intermittent hydrarthrosis, left knee"	"Primary hyperaldosteronism"
1	"Idiopathic aseptic necrosis of right hand"	"Aseptic necrosis of right hand"
0	"Idiopathic aseptic necrosis of right hand"	"Hypothyroxinemia of prematurity"
1	"Malignant neoplasm of exocervix"	"Cancer of the exocervix"
0	"Malignant neoplasm of exocervix"	"Genetic counseling for neurogenetic disorder with fetus at risk done"
1	"Sickle-cell trait"	"Sickle cell trait in childbirth"
0	"Sickle-cell trait"	"Secondary lacrimal gland atrophy, both eyes"
1	"Personal history of other diseases of the digestive system"	"History of heartburn"
0	"Personal history of other diseases of the digestive system"	"Jaccoud's arthropathy of right knee"
1	"Umbilical hernia with gangrene"	"Umbilical hernia w gangrene"
0	"Umbilical hernia with gangrene"	"Ventricular tachycardia, monomorphic"
1	"Chronic systolic (congestive) heart failure"	"Systolic heart failure, chronic"
0	"Chronic systolic (congestive) heart failure"	"Varicose ulcer of right ankle with fat layer exposure"
1	"Derangement of unspecified medial meniscus due to old tear or injury, right knee"	"Old bucket handle tear of right medial meniscus"
0	"Derangement of unspecified medial meniscus due to old tear or injury, right knee"	"Acute lacrimal canaliculitis"
1	"Lead-induced gout, left hand"	"Lead induced gout of L hand"
0	"Lead-induced gout, left hand"	"Coxa magna"
1	"Parasitic cyst of iris, ciliary body or anterior chamber, bilateral"	"Parasitic ciliary body cyst, both eyes"
0	"Parasitic cyst of iris, ciliary body or anterior chamber, bilateral"	"Deformity of skull or facial bones, congenital"
1	"Infection of nipple associated with lactation"	"Infection of nipple during lactation"
0	"Infection of nipple associated with lactation"	"Tendinitis of left shoulder"
1	"Separation of muscle (nontraumatic), left shoulder"	"Separation of left shoulder muscle"
0	"Separation of muscle (nontraumatic), left shoulder"	"Cellulitis of left eyelid"
1	"Unspecified anomaly of jaw-cranial base relationship"	"Anomaly of jaw to cranial base"
0	"Unspecified anomaly of jaw-cranial base relationship"	"Chronic osteomyelitis of hand"
1	"Chronic embolism and thrombosis of right popliteal vein"	"Chronic deep venous thrombosis (DVT) of right popliteal (leg) vein"
0	"Chronic embolism and thrombosis of right popliteal vein"	"Coagulation condition in childbirth"
1	"Premature separation of placenta with afibrinogenemia, unspecified trimester"	"Placental abruption with afibrinogenemia"
0	"Premature separation of placenta with afibrinogenemia, unspecified trimester"	"Right extrinsic eustachian tube obstruction"
1	"Accidental puncture or laceration of dura during a procedure"	"Accidental puncture/laceration dura during procedure"
0	"Accidental puncture or laceration of dura during a procedure"	"Spirillary fever"
1	"Multiple endocrine neoplasia [MEN] syndrome, unspecified"	"Multiple endocrine neoplasia syndrome"
0	"Multiple endocrine neoplasia [MEN] syndrome, unspecified"	"Cataract with neovascularization, both eyes"
1	"Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease"	"Malignant hypertensive heart and chronic kidney disease stage 5"
0	"Hypertensive heart and chronic kidney disease without heart failure, with stage 5 chronic kidney disease, or end stage renal disease"	"Male postinfective urethral meatus stricture"
1	"Other hypersomnia not due to a substance or known physiological condition"	"Persistent hypersomnia"
0	"Other hypersomnia not due to a substance or known physiological condition"	"Malignant mesothelioma of pleura"
1	"Chronic venous hypertension (idiopathic) with inflammation of right lower extremity"	"Peripheral venous htn, chronic, inflamed, right"
0	"Chronic venous hypertension (idiopathic) with inflammation of right lower extremity"	"Multiple defects of retina, both eyes"
1	"Temporary auditory threshold shift, unspecified ear"	"Temporary auditory threshold shift"
0	"Temporary auditory threshold shift, unspecified ear"	"Furuncle of scalp"
1	"Mature T/NK-cell lymphomas, unspecified, extranodal and solid organ sites"	"Lymphoma mature T/NK-cell, extranod and solid org"
0	"Mature T/NK-cell lymphomas, unspecified, extranodal and solid organ sites"	"Idiopathic iris cyst, both eyes"
1	"Rheumatoid bursitis, right elbow"	"Rheumatoid bursitis of right elbow"
0	"Rheumatoid bursitis, right elbow"	"Primary iridocyclitis"
1	"Acute atopic conjunctivitis, unspecified eye"	"Acute atopic conjunctivitis"
0	"Acute atopic conjunctivitis, unspecified eye"	"Hereditary nephropathy"
1	"Chronic multifocal osteomyelitis, right femur"	"Chronic multifocal osteomyelitis of R femur"
0	"Chronic multifocal osteomyelitis, right femur"	"Rectal hemorrhage due to Crohn's disease of large intestine"
1	"Abnormalities of size and form of teeth"	"Abnormally formed tooth"
0	"Abnormalities of size and form of teeth"	"Lymphoma small lymphocytic B-cell"
1	"Delta-beta thalassemia"	"Thalassemia, delta beta"
0	"Delta-beta thalassemia"	"Chronic giant papillary conjunctivitis"
1	"Disorders of zinc metabolism"	"Zinc metabolism disorder"
0	"Disorders of zinc metabolism"	"Right posterior pole focal chorioretinitis"
1	"Diverticulitis of large intestine with perforation and abscess without bleeding"	"Diverticulitis of cecum w perforation"
0	"Diverticulitis of large intestine with perforation and abscess without bleeding"	"Calcific tendinitis of hand"
